typeofcase,date,time,location,area,address,lat,lon,state_code
汽車竊盜,1070117,07~09,龍光里寧波西街與泉州街路口,中正區,中正區龍光里寧波西街與泉州街路口,25.0295378,121.51421289999999,553526909
汽車竊盜,1070118,07~09,景慶里景文街146巷,文山區,文山區景慶里景文街146巷,24.989724600000002,121.5409415,552626783
汽車竊盜,1070122,04~06,福安里延平北路7段1 ~ 30號,士林區,士林區福安里延平北路7段1號,25.0945127,121.4969326,554927030
汽車竊盜,1070122,19~21,安康路106巷31 ~ 60號,內湖區,內湖區安康路106巷31號,25.061010600000003,121.601049,554227003
汽車竊盜,1070201,22~24,萬美里010鄰萬利街萬芳國小後門,文山區,文山區萬美里010鄰萬利街萬芳國小後門,25.0007318,121.5672164,552826830
汽車竊盜,1070203,13~15,桃源里中央北路3段168巷口,北投區,北投區桃源里中央北路3段168巷口,25.1370611,121.4822019,555927046
汽車竊盜,1070214,01~03,長順街堤外便道,萬華區,萬華區長順街堤外便道,25.032412899999997,121.4886637,553526912
汽車竊盜,1070214,07~09,昌吉街121 ~ 150號,大同區,大同區昌吉街121號,25.065996,121.510678,554326992
汽車竊盜,1070302,20~22,桂林路242巷61~90號,萬華區,萬華區桂林路242巷61號,25.037047100000002,121.494184,553626925
汽車竊盜,1070303,04~06,(三清宮前停車格),萬華區,萬華區(三清宮前停車格),25.0354395,121.49089550000001,553626920
汽車竊盜,1070304,02~04,大理街160巷20弄1~30號,萬華區,萬華區大理街160巷20弄1號,25.0330237,121.4940879,553626915
汽車竊盜,1070305,06~08,清白里金湖路181~210號,內湖區,內湖區清白里金湖路181號,25.0788237,121.5996037,554627033
汽車竊盜,1070305,14~16,林森北路481~510號,中山區,中山區林森北路481號,25.061131699999997,121.5257123,554226987
汽車竊盜,1070306,00~02,福林里福林路254巷(路邊停車格),士林區,士林區福林里福林路254巷(路邊停車格),25.0950492,121.5246077,554927037
汽車竊盜,1070306,02~04,民生東路1段(林森北路),中山區,中山區民生東路1段(林森北路),25.058055399999997,121.5255237,554126981
汽車竊盜,1070307,08~10,劍南路648巷口,中山區,中山區劍南路648巷口,25.0863282,121.554148,554727033
汽車竊盜,1070308,04~06,保安街1~30號,大同區,大同區保安街1號,25.059375399999997,121.51420309999999,554126981
汽車竊盜,1070310,14~16,彩虹河濱公園,內湖區,內湖區彩虹河濱公園,25.0599573,121.57232009999998,554126995
汽車竊盜,1070321,02~04,忠孝東路4段101巷(內),大安區,大安區忠孝東路4段101巷(內),25.0422407,121.54793459999999,553826950
汽車竊盜,1070402,00~02,民族路276巷1弄1~30號,板橋市,板橋市民族路276巷1弄1號,25.0065147,121.46979009999998,553026828
汽車竊盜,1070402,00~02,豐年里中央北路2段92巷1弄1~30號,北投區,北投區豐年里中央北路2段92巷1弄1號,25.137672,121.49263799999999,555927048
汽車竊盜,1070402,14~16,(華中橋下堤外停車場第二車道),萬華區,萬華區(華中橋下堤外停車場第二車道),25.0157034,121.49652920000001,553226864
汽車竊盜,1070405,16~18,社子里通河西街2段(堤外停車場),士林區,士林區社子里通河西街2段(堤外停車場),25.094202199999998,121.50698190000001,554927032
汽車竊盜,1070413,14~16,頂崁街210巷66弄(後方重劃區),三重市,三重市頂崁街210巷66弄(後方重劃區),25.067826,121.47458619999999,554326988
汽車竊盜,1070413,14~16,頂崁街206巷66弄(重劃區),三重市,三重市頂崁街206巷66弄(重劃區),25.066647600000003,121.4759564,554326986
汽車竊盜,1070421,04~06,東華里東華街2段271~300號,北投區,北投區東華里東華街2段271號,25.1204183,121.50684229999999,555527050
汽車竊盜,1070422,16~18,(華中橋堤外停車場第2車場),萬華區,萬華區(華中橋堤外停車場第2車場),25.0157034,121.49652920000001,553226864
汽車竊盜,1070425,00~02,景聯里吳興街50巷,信義區,信義區景聯里吳興街50巷,25.030575199999998,121.5595364,553526922
汽車竊盜,1070427,22~24,福志里福林路361~390號,士林區,士林區福志里福林路361號,25.09992,121.535393,555027044
住宅竊盜,1060101,10~12,信義路5段91 ~ 120號,信義區,信義區信義路5段91號,25.0326825,121.56511370000001,553526929
住宅竊盜,1060101,13~15,東新里興南街60巷1 ~ 30號,南港區,南港區東新里興南街60巷1號,25.056374899999998,121.603429,554126994
住宅竊盜,1060101,13~15,林森北路391 ~ 420號,中山區,中山區林森北路391號,25.0586777,121.52570190000002,554126982
住宅竊盜,1060101,22~24,天玉里6鄰天母西路61 ~ 90號,士林區,士林區天玉里6鄰天母西路61號,25.119709699999998,121.5274649,555527054
住宅竊盜,1060101,22~24,松隆里松山路571 ~ 600號,信義區,信義區松隆里松山路571號,25.037356,121.578375,553626945
住宅竊盜,1060101,22~24,景華街128巷3弄1 ~ 30號,文山區,文山區景華街128巷3弄1號,24.9956967,121.54744409999999,552726807
住宅竊盜,1060101,22~24,林森北路107巷31 ~ 60號,中山區,中山區林森北路107巷31號,25.050200699999998,121.526122,553926964
住宅竊盜,1060102,04~06,林森北路31 ~ 60號,中山區,中山區林森北路31號,25.0477008,121.52418119999999,553926958
住宅竊盜,1060104,07~09,中南里忠孝東路7段631 ~ 660號,南港區,南港區中南里忠孝東路7段631號,25.053385000000002,121.61593899999998,554026991
住宅竊盜,1060105,16~18,康樂街48巷1 ~ 30號,內湖區,內湖區康樂街48巷1號,25.0689281,121.61834040000001,554327021
住宅竊盜,1060105,16~18,西寧南路1 ~ 30號,萬華區,萬華區西寧南路1號,25.039827499999998,121.5060435,553726935
住宅竊盜,1060105,19~21,六合里信義路5段150巷211 ~ 240號,信義區,信義區六合里信義路5段150巷211號,25.0287649,121.572175,553526920
住宅竊盜,1060105,22~24,中行里福德街251巷7弄1 ~ 30號,信義區,信義區中行里福德街251巷7弄1號,25.0382057,121.58717220000001,553726949
住宅竊盜,1060106,13~15,環山路2段50巷14弄14之1 ~ 30號,內湖區,內湖區環山路2段50巷14弄14之1號,25.0874581,121.5737665,554827039
住宅竊盜,1060107,13~15,岩山里13鄰芝玉路1段197巷25弄1 ~ 30號,士林區,士林區岩山里13鄰芝玉路1段197巷25弄1號,25.107570499999998,121.53368359999999,555227049
住宅竊盜,1060107,19~21,天祿里士東路91巷1 ~ 30號,士林區,士林區天祿里士東路91巷1號,25.112402,121.52886299999999,555327051
住宅竊盜,1060109,10~12,合成里忠孝東路6段159巷4弄1 ~ 30號,南港區,南港區合成里忠孝東路6段159巷4弄1號,25.045376100000002,121.58299240000001,553826965
住宅竊盜,1060109,16~18,桂林路1 ~ 30號,萬華區,萬華區桂林路1號,25.037703,121.5061818,553726930
住宅竊盜,1060110,04~06,廣州街211 ~ 240號,萬華區,萬華區廣州街211號,25.0367954,121.49993059999998,553626926
住宅竊盜,1060112,04~06,仁慈里復興南路1段279巷1 ~ 30號,大安區,大安區仁慈里復興南路1段279巷1號,25.0356521,121.5456028,553626933
住宅竊盜,1060113,13~15,漢口街2段20巷1 ~ 30號,萬華區,萬華區漢口街2段20巷1號,25.045232000000002,121.508113,553826949
住宅竊盜,1060114,22~24,南京東路4段31 ~ 60號,松山區,松山區南京東路4段31號,25.0519706,121.5506435,554026973
住宅竊盜,1060115,13~15,行義路186巷1 ~ 30號,北投區,北投區行義路186巷1號,25.132623000000002,121.528973,555827057
住宅竊盜,1060116,10~12,大道里忠孝東路5段790巷22弄1 ~ 30號,信義區,信義區大道里忠孝東路5段790巷22弄1號,25.04239530000001,121.58272079999999,553826958
住宅竊盜,1060116,13~15,萬祥里景隆街1巷1 ~ 30號,文山區,文山區萬祥里景隆街1巷1號,25.0006693,121.5399091,552826823
住宅竊盜,1060116,16~18,明勝里通河街323巷1 ~ 30號,士林區,士林區明勝里通河街323巷1號,25.0809313,121.5183107,554627018
住宅竊盜,1060117,01~03,光復北路210巷31 ~ 60號,松山區,松山區光復北路210巷31號,25.0554083,121.55366090000001,554026981
住宅竊盜,1060117,07~09,南福里羅斯福路1段58巷17弄1 ~ 30號,中正區,中正區南福里羅斯福路1段58巷17弄1號,25.0309202,121.5194993,553526914
住宅竊盜,1060117,07~09,車層里忠孝東路4段216巷27弄1 ~ 30號,大安區,大安區車層里忠孝東路4段216巷27弄1號,25.0411784,121.5543688,553726949
住宅竊盜,1060117,16~18,葫蘆里05鄰葫蘆街121 ~ 150號,士林區,士林區葫蘆里05鄰葫蘆街121號,25.083127899999997,121.50777479999999,554727019
住宅竊盜,1060118,13~15,蘭雅里文林路661巷40弄1 ~ 30號,士林區,士林區蘭雅里文林路661巷40弄1號,25.100037300000004,121.5213923,555027041
住宅竊盜,1060120,22~24,成福路171巷40弄1 ~ 30號,南港區,南港區成福路171巷40弄1號,25.0411466,121.5893902,553726957
住宅竊盜,1060121,04~06,福興里自強街5巷151 ~ 180號,北投區,北投區福興里自強街5巷151號,25.1126205,121.5106523,555327047
住宅竊盜,1060121,07~09,萬年里羅斯福路5段212巷1 ~ 30號,文山區,文山區萬年里羅斯福路5段212巷1號,25.0104174,121.53708929999999,553126856
住宅竊盜,1060122,01~03,關渡里大度路3段211 ~ 240號,北投區,北投區關渡里大度路3段211號,25.1230032,121.4675182,555527042
住宅竊盜,1060122,19~21,光信里光復南路456巷1 ~ 30號,大安區,大安區光信里光復南路456巷1號,25.0351552,121.5563047,553626934
住宅竊盜,1060122,19~21,中山北路2段16巷1 ~ 30號,中山區,中山區中山北路2段16巷1號,25.052569100000003,121.5223355,554026968
住宅竊盜,1060123,13~15,幸市里濟南路2段1 ~ 30號,中正區,中正區幸市里濟南路2段1號,25.0426816,121.52011170000002,553826945
住宅竊盜,1060125,22~24,松江路124巷19之1 ~ 30號,中山區,中山區松江路124巷19之1號,25.0526362,121.53121259999999,554026970
住宅竊盜,1060126,01~03,河堤里金門街1 ~ 30號,中正區,中正區河堤里金門街1號,25.02302730000001,121.52479450000001,553326893
住宅竊盜,1060126,19~21,大理街1 ~ 30號,萬華區,萬華區大理街1號,25.034625899999998,121.50307,553626921
住宅竊盜,1060126,19~21,林森北路481 ~ 510號,中山區,中山區林森北路481號,25.061131699999997,121.5257123,554226987
住宅竊盜,1060127,04~06,萬興里004鄰新光路1段95巷1 ~ 30號,文山區,文山區萬興里004鄰新光路1段95巷1號,24.990876,121.5736925,552626795
住宅竊盜,1060127,04~06,松江路186之1 ~ 30號,中山區,中山區松江路186之1號,25.0566054,121.53290679999999,554126979
住宅竊盜,1060127,10~12,中山北路6段236巷1 ~ 30號,中山區,中山區中山北路6段236巷1號,25.1088736,121.5253229,555227048
住宅竊盜,1060127,13~15,樟文里019鄰辛亥路7段76巷1 ~ 30號,文山區,文山區樟文里019鄰辛亥路7段76巷1號,25.0004307,121.5545473,552826826
住宅竊盜,1060127,22~24,大南路241 ~ 270號,士林區,士林區大南路241號,25.0884899,121.52043700000002,554827028
住宅竊盜,1060128,01~03,芝山里13鄰士東路266巷3弄1 ~ 30號,士林區,士林區芝山里13鄰士東路266巷3弄1號,25.112808100000002,121.53668799999998,555327053
住宅竊盜,1060128,01~03,德惠街167巷1 ~ 30號,中山區,中山區德惠街167巷1號,25.067021399999998,121.53163529999999,554326999
住宅竊盜,1060128,16~18,天福里4鄰忠誠路2段154巷1 ~ 30號,士林區,士林區天福里4鄰忠誠路2段154巷1號,25.115092100000002,121.53297620000001,555427053
住宅竊盜,1060129,16~18,立賢里尊賢街241 ~ 270號,北投區,北投區立賢里尊賢街241號,25.1165907,121.50739209999999,555427048
住宅竊盜,1060130,16~18,民生東路3段91 ~ 120號,松山區,松山區民生東路3段91號,25.0578409,121.5441466,554126984
住宅竊盜,1060202,07~09,永功里汀州路1段271 ~ 300號,中正區,中正區永功里汀州路1段271號,25.0264922,121.5134423,553426901
住宅竊盜,1060202,10~12,名山里至誠路2段92巷3弄1 ~ 30號,士林區,士林區名山里至誠路2段92巷3弄1號,25.101536199999998,121.52780729999999,555127043
住宅竊盜,1060202,13~15,中山北路2段62巷28之1 ~ 30號,中山區,中山區中山北路2段62巷28之1號,25.056689000000002,121.521235,554126977
住宅竊盜,1060202,22~24,龍江路370巷31 ~ 60號,中山區,中山區龍江路370巷31號,25.066524899999997,121.539285,554327000
住宅竊盜,1060203,13~15,光復北路26巷1 ~ 30號,松山區,松山區光復北路26巷1號,25.0491543,121.55741640000001,553926969
住宅竊盜,1060203,22~24,通化里光復南路691 ~ 720號,大安區,大安區通化里光復南路691號,25.0298642,121.5573382,553526920
住宅竊盜,1060205,13~15,敦化南路1段177巷1 ~ 30號,大安區,大安區敦化南路1段177巷1號,25.043142800000002,121.54982659999999,553826953
住宅竊盜,1060207,04~06,東明里興華路61 ~ 90號,南港區,南港區東明里興華路61號,25.053547299999998,121.60168940000001,554026988
住宅竊盜,1060207,16~18,興得里11鄰興隆路3段36巷9弄1 ~ 30號,文山區,文山區興得里11鄰興隆路3段36巷9弄1號,25.0008905,121.55476609999998,552826828
住宅竊盜,1060207,19~21,港華街109巷1 ~ 30號,內湖區,內湖區港華街109巷1號,25.0837937,121.5731837,554727034
住宅竊盜,1060208,07~09,萬美里010鄰萬美街1段91 ~ 120號,文山區,文山區萬美里010鄰萬美街1段91號,25.001068,121.56631999999999,552826831
住宅竊盜,1060208,07~09,民權東路3段75巷2弄1 ~ 30號,中山區,中山區民權東路3段75巷2弄1號,25.0630017,121.54356270000001,554226994
住宅竊盜,1060208,07~09,和安里建國南路1段301 ~ 330號,大安區,大安區和安里建國南路1段301號,25.035422,121.538315,553626931
住宅竊盜,1060208,07~09,安東街16巷1 ~ 30號,中山區,中山區安東街16巷1號,25.04550960000001,121.5420989,553826957
住宅竊盜,1060208,19~21,東華里致遠三路61 ~ 90號,北投區,北投區東華里致遠三路61號,25.121155899999998,121.511733,555527051
住宅竊盜,1060209,04~06,忠勤里中華路2段315巷4弄1 ~ 30號,中正區,中正區忠勤里中華路2段315巷4弄1號,25.027835999999997,121.506881,553426903
住宅竊盜,1060209,16~18,東園街181 ~ 210號,萬華區,萬華區東園街181號,25.023807,121.49754899999999,553326889
住宅竊盜,1060210,07~09,建國北路3段91 ~ 120號,中山區,中山區建國北路3段91號,25.0656924,121.5367723,554326998
住宅竊盜,1060210,07~09,萬大路187巷1弄1 ~ 30號,萬華區,萬華區萬大路187巷1弄1號,25.028102,121.50083629999999,553426902
住宅竊盜,1060211,10~12,南福里重慶南路3段1 ~ 30號,中正區,中正區南福里重慶南路3段1號,25.029618399999997,121.5154985,553526910
住宅竊盜,1060212,19~21,明水路631 ~ 660號,中山區,中山區明水路631號,25.082615899999997,121.55111389999999,554627028
住宅竊盜,1060213,13~15,榮華里榮華一路1 ~ 30號,北投區,北投區榮華里榮華一路1號,25.113058499999998,121.52464440000001,555327051
住宅竊盜,1060214,19~21,星明里五原路1 ~ 30號,大同區,大同區星明里五原路1號,25.0566201,121.5176173,554126976
住宅竊盜,1060216,07~09,星明里民生西路178巷1 ~ 30號,大同區,大同區星明里民生西路178巷1號,25.0570139,121.5175949,554126977
住宅竊盜,1060216,16~18,中和里4鄰中和街455巷3弄1 ~ 30號,北投區,北投區中和里4鄰中和街455巷3弄1號,25.1441867,121.4966571,556027048
住宅竊盜,1060219,01~03,內湖路1段411巷91 ~ 120號,內湖區,內湖區內湖路1段411巷91號,25.0844397,121.5722628,554727035
住宅竊盜,1060220,01~03,林森北路85巷1 ~ 30號,中山區,中山區林森北路85巷1號,25.049768399999998,121.5251252,553926963
住宅竊盜,1060221,07~09,木柵路5段61 ~ 90號,文山區,文山區木柵路5段61號,24.9984324,121.5535335,552826818
住宅竊盜,1060221,19~21,港華街109巷1 ~ 30號,內湖區,內湖區港華街109巷1號,25.0837937,121.5731837,554727034
住宅竊盜,1060221,19~21,港華街109巷1 ~ 30號,內湖區,內湖區港華街109巷1號,25.0837937,121.5731837,554727034
住宅竊盜,1060222,13~15,文林里文林北路272巷1 ~ 30號,北投區,北投區文林里文林北路272巷1號,25.109427899999996,121.5131981,555227046
住宅竊盜,1060222,13~15,行義路58巷22弄1 ~ 30號,北投區,北投區行義路58巷22弄1號,25.1257509,121.52874209999999,555627056
住宅竊盜,1060222,19~21,龍坡里雲和街91 ~ 120號,大安區,大安區龍坡里雲和街91號,25.023436,121.531101,553326896
住宅竊盜,1060222,22~24,興旺里12鄰福興路78巷10弄1 ~ 30號,文山區,文山區興旺里12鄰福興路78巷10弄1號,25.0043575,121.5505663,552926839
住宅竊盜,1060223,19~21,永倫里永平街80巷1 ~ 30號,士林區,士林區永倫里永平街80巷1號,25.091648899999996,121.5053946,554827029
住宅竊盜,1060224,16~18,康樂街61巷15弄1 ~ 30號,內湖區,內湖區康樂街61巷15弄1號,25.0691016,121.61965459999999,554327022
住宅竊盜,1060224,22~24,四平街1 ~ 30號,中山區,中山區四平街1號,25.0535786,121.53210700000001,554026973
住宅竊盜,1060224,22~24,雙城街13巷1 ~ 30號,中山區,中山區雙城街13巷1號,25.06417,121.52456459999999,554226992
住宅竊盜,1060225,10~12,安康路226巷1 ~ 30號,內湖區,內湖區安康路226巷1號,25.061802,121.602951,554227005
住宅竊盜,1060225,16~18,富福里大理街1 ~ 30號,萬華區,萬華區富福里大理街1號,25.034625899999998,121.50307,553626921
住宅竊盜,1060226,10~12,安康路106巷31 ~ 60號,內湖區,內湖區安康路106巷31號,25.061010600000003,121.601049,554227003
住宅竊盜,1060227,19~21,西昌街181 ~ 210號,萬華區,萬華區西昌街181號,25.038676300000002,121.50074,553726931
住宅竊盜,1060228,22~24,內湖路2段253巷2弄1 ~ 30號,內湖區,內湖區內湖路2段253巷2弄1號,25.0820309,121.58971909999998,554627035
住宅竊盜,1060301,10~12,愛國里中華路2段31 ~ 60號,中正區,中正區愛國里中華路2段31號,25.034145300000002,121.50557479999999,553626920
住宅竊盜,1060301,10~12,成都路76巷1 ~ 30號,萬華區,萬華區成都路76巷1號,25.042536899999998,121.50504,553826941
住宅竊盜,1060301,13~15,龍圖里建國南路2段25巷1 ~ 30號,大安區,大安區龍圖里建國南路2段25巷1號,25.0332637,121.53757040000002,553626925
住宅竊盜,1060301,22~24,農安街,中山區,中山區農安街,25.0648401,121.52943049999999,554326994
住宅竊盜,1060302,01~03,雙連里歸綏街91 ~ 120號,大同區,大同區雙連里歸綏街91號,25.058832199999998,121.51640640000001,554126980
住宅竊盜,1060303,16~18,仁勇里10鄰大東路84巷1 ~ 30號,士林區,士林區仁勇里10鄰大東路84巷1號,25.0911358,121.5258519,554827033
住宅竊盜,1060303,16~18,至聖里承德路3段247巷1 ~ 30號,大同區,大同區至聖里承德路3段247巷1號,25.071355,121.51884799999999,554427003
住宅竊盜,1060304,22~24,健康路225巷1 ~ 30號,松山區,松山區健康路225巷1號,25.0544582,121.56226550000001,554026981
住宅竊盜,1060306,19~21,樟樹里007鄰興隆路4段74巷1 ~ 30號,文山區,文山區樟樹里007鄰興隆路4段74巷1號,24.992911,121.55866499999999,552726799
住宅竊盜,1060309,19~21,延壽街31 ~ 60號,松山區,松山區延壽街31號,25.057424899999997,121.56814909999999,554126989
住宅竊盜,1060312,01~03,北寧路7巷1 ~ 30號,松山區,松山區北寧路7巷1號,25.04863030000001,121.5526221,553926966
住宅竊盜,1060312,13~15,建功里華亭街31 ~ 60號,大同區,大同區建功里華亭街31號,25.0526586,121.5133082,554026967
住宅竊盜,1060313,10~12,內湖路2段253巷2弄1 ~ 30號,內湖區,內湖區內湖路2段253巷2弄1號,25.0820309,121.58971909999998,554627035
住宅竊盜,1060313,19~21,長沙街2段1 ~ 30號,萬華區,萬華區長沙街2段1號,25.040589,121.504944,553726937
住宅竊盜,1060314,10~12,永倫里永平街75巷31 ~ 60號,士林區,士林區永倫里永平街75巷31號,25.0913642,121.50364779999998,554827028
住宅竊盜,1060315,07~09,峨眉街91 ~ 120號,萬華區,萬華區峨眉街91號,25.0440202,121.50485630000001,553826945
住宅竊盜,1060315,10~12,南京東路5段123巷6弄1 ~ 30號,松山區,松山區南京東路5段123巷6弄1號,25.051820499999998,121.5574435,554026974
住宅竊盜,1060315,19~21,農安街1 ~ 30號,中山區,中山區農安街1號,25.06496700000001,121.5295986,554326995
住宅竊盜,1060316,10~12,群英里四維路170巷31 ~ 60號,大安區,大安區群英里四維路170巷31號,25.0283708,121.54673490000002,553426913
住宅竊盜,1060316,19~21,承德里後港街31 ~ 60號,士林區,士林區承德里後港街31號,25.0834851,121.5230257,554727023
住宅竊盜,1060317,10~12,住安里大安路2段3巷31 ~ 60號,大安區,大安區住安里大安路2段3巷31號,25.0348294,121.54592120000001,553626931
住宅竊盜,1060318,10~12,奇岩里公?路340巷1 ~ 30號,北投區,北投區奇岩里公?路340巷1號,25.130027399999996,121.51273390000001,555727053
住宅竊盜,1060319,07~09,名山里1鄰至誠路1段301 ~ 330號,士林區,士林區名山里1鄰至誠路1段301號,25.101717,121.528282,555127044
住宅竊盜,1060320,04~06,林森北路91 ~ 120號,中山區,中山區林森北路91號,25.0500078,121.52496299999999,553926963
住宅竊盜,1060320,10~12,長春里虎林街108巷31 ~ 60號,信義區,信義區長春里虎林街108巷31號,25.0426009,121.576177,553826957
住宅竊盜,1060320,19~21,興隆里逸仙路50巷1 ~ 30號,信義區,信義區興隆里逸仙路50巷1號,25.0406161,121.5630199,553726950
住宅竊盜,1060321,01~03,龍光里2鄰重慶南路2段61 ~ 90號,中正區,中正區龍光里2鄰重慶南路2段61號,25.041520000000002,121.513273,553726941
住宅竊盜,1060321,10~12,三民路74巷1 ~ 30號,松山區,松山區三民路74巷1號,25.055870600000002,121.56395970000001,554126985
住宅竊盜,1060321,19~21,天山里5鄰中山北路7段82巷10弄31 ~ 60號,士林區,士林區天山里5鄰中山北路7段82巷10弄31號,25.121505399999997,121.5315024,555527056
住宅竊盜,1060321,22~24,福華里承德路4段40巷1 ~ 30號,士林區,士林區福華里承德路4段40巷1號,25.0807939,121.5223739,554627019
住宅竊盜,1060322,10~12,健康路325巷25弄1 ~ 30號,松山區,松山區健康路325巷25弄1號,25.0565711,121.56702759999999,554126987
住宅竊盜,1060322,10~12,健康路325巷25弄1 ~ 30號,松山區,松山區健康路325巷25弄1號,25.0565711,121.56702759999999,554126987
住宅竊盜,1060323,07~09,立農里吉利街257巷5弄1 ~ 30號,北投區,北投區立農里吉利街257巷5弄1號,25.119030600000002,121.51049099999999,555527050
住宅竊盜,1060324,10~12,開明里翠宜路1 ~ 30號,北投區,北投區開明里翠宜路1號,25.143904,121.50513799999999,556027050
住宅竊盜,1060324,16~18,興雅里永吉路30巷157弄1 ~ 30號,信義區,信義區興雅里永吉路30巷157弄1號,25.042415,121.56888500000001,553826955
住宅竊盜,1060325,07~09,內湖路3段59巷7弄1 ~ 30號,內湖區,內湖區內湖路3段59巷7弄1號,25.085866,121.591936,554727041
住宅竊盜,1060326,07~09,內湖路2段179巷63弄1 ~ 30號,內湖區,內湖區內湖路2段179巷63弄1號,25.0822638,121.56902579999999,554627031
住宅竊盜,1060326,10~12,社新里4鄰延平北路6段121 ~ 150號,士林區,士林區社新里4鄰延平北路6段121號,25.089378,121.505847,554827026
住宅竊盜,1060326,22~24,合江街130巷1 ~ 30號,中山區,中山區合江街130巷1號,25.059643100000002,121.53893810000001,554126987
住宅竊盜,1060327,13~15,陽光街61 ~ 90號,內湖區,內湖區陽光街61號,25.076411,121.58660479999999,554527027
住宅竊盜,1060327,16~18,林森北路107巷1 ~ 30號,中山區,中山區林森北路107巷1號,25.050328699999998,121.52525259999999,553926964
住宅竊盜,1060328,07~09,鄰江里迪化街2段296巷1 ~ 30號,大同區,大同區鄰江里迪化街2段296巷1號,25.0626918,121.5091971,554226986
住宅竊盜,1060328,10~12,永昌里中華路2段381巷1 ~ 30號,中正區,中正區永昌里中華路2段381巷1號,25.0265755,121.5078696,553426900
住宅竊盜,1060329,13~15,內湖路一段285巷69弄31 ~ 60號,內湖區,內湖區內湖路一段285巷69弄31號,25.084669199999997,121.5685635,554727034
住宅竊盜,1060330,19~21,光信里17鄰延吉街241 ~ 270號,大安區,大安區光信里17鄰延吉街241號,25.0357826,121.5556525,553626936
住宅竊盜,1060330,19~21,民輝里新生南路1段103巷31 ~ 60號,大安區,大安區民輝里新生南路1段103巷31號,25.044019,121.533227,553826951
住宅竊盜,1060330,19~21,長泰街61 ~ 90號,萬華區,萬華區長泰街61號,25.0228883,121.50002260000001,553326887
住宅竊盜,1060331,19~21,建國北路2段91 ~ 120號,中山區,中山區建國北路2段91號,25.0587151,121.5373897,554126984
住宅竊盜,1060401,04~06,樟樹里014鄰興隆路4段96巷4弄1 ~ 30號,文山區,文山區樟樹里014鄰興隆路4段96巷4弄1號,24.9832422,121.56142450000002,552426762
住宅竊盜,1060401,22~24,迪化街2段181 ~ 210號,大同區,大同區迪化街2段181號,25.06802260000001,121.5106269,554326996
住宅竊盜,1060404,04~06,稻香里新興路121 ~ 150號,北投區,北投區稻香里新興路121號,25.1402069,121.487229,555927047
住宅竊盜,1060405,04~06,南福里重慶南路3段1 ~ 30號,中正區,中正區南福里重慶南路3段1號,25.029618399999997,121.5154985,553526910
住宅竊盜,1060405,10~12,新東街51巷1 ~ 30號,松山區,松山區新東街51巷1號,25.0615798,121.56504650000001,554226996
住宅竊盜,1060406,10~12,自強里7鄰三民路74巷1 ~ 30號,松山區,松山區自強里7鄰三民路74巷1號,25.055870600000002,121.56395970000001,554126985
住宅竊盜,1060406,13~15,安泰街38巷1 ~ 30號,內湖區,內湖區安泰街38巷1號,25.0734478,121.61749920000001,554427029
住宅竊盜,1060409,07~09,清江里清江路1 ~ 30號,北投區,北投區清江里清江路1號,25.131746399999997,121.50144540000001,555727051
住宅竊盜,1060409,16~18,大湖街160巷2弄1 ~ 30號,內湖區,內湖區大湖街160巷2弄1號,25.083489,121.6004315,554727040
住宅竊盜,1060410,07~09,稻香里新興路121 ~ 150號,北投區,北投區稻香里新興路121號,25.1402069,121.487229,555927047
住宅竊盜,1060411,22~24,農安街241 ~ 270號,中山區,中山區農安街241號,25.064771,121.53456899999999,554326995
住宅竊盜,1060412,04~06,陽明里中庸一路1 ~ 30號,士林區,士林區陽明里中庸一路1號,25.1351686,121.5483111,555827061
住宅竊盜,1060413,16~18,指南里018鄰萬壽路91 ~ 120號,文山區,文山區指南里018鄰萬壽路91號,24.9808089,121.585475,552426757
住宅竊盜,1060413,16~18,萬隆里羅斯福路5段236巷14弄1 ~ 30號,文山區,文山區萬隆里羅斯福路5段236巷14弄1號,25.0015548,121.5389517,552926826
住宅竊盜,1060414,22~24,蘭雅里中山北路6段290巷28弄1 ~ 30號,士林區,士林區蘭雅里中山北路6段290巷28弄1號,25.109145,121.52662930000001,555227049
住宅竊盜,1060415,10~12,南芳里民權西路292巷1 ~ 30號,大同區,大同區南芳里民權西路292巷1號,25.0627125,121.51057730000001,554226986
住宅竊盜,1060416,22~24,林泉里新民路1巷1 ~ 30號,北投區,北投區林泉里新民路1巷1號,25.1396117,121.5078357,555927051
住宅竊盜,1060417,01~03,中山北路2段61 ~ 90號,中山區,中山區中山北路2段61號,25.056176899999997,121.52299199999999,554126976
住宅竊盜,1060417,13~15,大湖里大湖山莊街61巷1 ~ 30號,內湖區,內湖區大湖里大湖山莊街61巷1號,25.085886,121.603567,554727044
住宅竊盜,1060417,13~15,五分里30鄰東湖路106巷7弄31 ~ 60號,內湖區,內湖區五分里30鄰東湖路106巷7弄31號,25.068297100000002,121.613506,554327019
住宅竊盜,1060418,01~03,林森北路85巷31 ~ 60號,中山區,中山區林森北路85巷31號,25.0495469,121.52602399999999,553926962
住宅竊盜,1060418,07~09,新生北路2段137巷31 ~ 60號,中山區,中山區新生北路2段137巷31號,25.0613883,121.5287358,554226988
住宅竊盜,1060418,16~18,黎明里漢口街1 ~ 30號,中正區,中正區黎明里漢口街1號,25.0452642,121.5146888,553826950
住宅竊盜,1060418,22~24,雙園街152巷1 ~ 30號,萬華區,萬華區雙園街152巷1號,25.031401199999998,121.4916768,553526910
